snapshot_id,historical_project_id,snapshot_date,current_stage,next_stage,approvals_required,approvals_completed,approvals_pending,approval_progress_pct,oldest_pending_approval_days,legal_cases_total,legal_cases_pending,legal_cases_resolved,disputed_land_area,oldest_pending_case_days,compensation_total_amount,compensation_paid_amount,compensation_pending_amount,beneficiaries_eligible,beneficiaries_compensated,beneficiaries_pending,compensation_progress_pct,documents_required,documents_submitted,documents_verified,documents_incomplete,documentation_progress_pct,notifications_required,notifications_issued,notifications_pending,notification_progress_pct,parcels_total,parcels_disputed,ownership_conflicts_pending,ownership_conflicts_resolved,rr_families_required,rr_families_completed,rr_families_pending,rr_progress_pct,land_required_for_possession,land_acquired_for_possession,possession_progress_pct,stakeholder_requests_raised,stakeholder_responses_received,stakeholder_requests_pending,average_response_time_days,departments_involved,coordination_requests_raised,coordination_requests_resolved,coordination_requests_pending,average_coordination_response_days,days_in_current_stage,total_project_days,next_stage_delayed_30d,next_stage_delay_days,next_stage_planned_completion_date,next_stage_actual_completion_date,is_synthetic
377387c6-4e93-4c9f-a3b3-e7434733aac7,83ca3544-7d38-4e22-b074-c8df93107fd4,2023-05-19,Notification,Objection / Hearing,12,4,8,33.3,60,18,16,2,14.9,65,569.13,15.28,553.85,1859,49,1810,2.7,28,6,4,22,14.3,8,2,6,25.0,68,17,8,9,1072,0,1072,0.0,177.7,11.2,6.3,10,2,8,20.0,2,13,1,12,29.4,94,238,1.0,115.0,2023-07-29,2023-11-21,True
25befe9f-7164-4f71-a6a0-55c03ffa6bb4,83ca3544-7d38-4e22-b074-c8df93107fd4,2023-07-14,Objection / Hearing,Land & Ownership Verification,12,3,9,25.0,47,18,17,1,16.5,102,569.13,115.86,453.27,1859,378,1481,20.4,28,14,11,14,39.3,8,1,7,12.5,68,4,1,3,1072,0,1072,0.0,177.7,4.4,2.5,10,3,7,28.7,2,13,3,10,38.9,27,294,1.0,143.0,2023-09-29,2024-02-19,True
eec36173-cce2-4d84-b85a-d2d304f2b836,83ca3544-7d38-4e22-b074-c8df93107fd4,2023-10-11,Objection / Hearing,Land & Ownership Verification,12,4,8,33.3,21,18,13,5,12.1,91,569.13,20.44,548.69,1859,66,1793,3.6,28,10,8,18,28.6,8,4,4,50.0,68,15,5,10,1072,281,791,26.2,177.7,13.0,7.3,10,3,7,8.3,2,13,3,10,11.7,116,383,1.0,143.0,2023-09-29,2024-02-19,True
430d4279-50f2-415c-a514-46f7e8915884,83ca3544-7d38-4e22-b074-c8df93107fd4,2024-03-06,Award / Valuation,Compensation Disbursement,12,9,3,75.0,78,18,10,8,9.6,145,569.13,342.01,227.12,1859,1117,742,60.1,28,17,12,11,42.9,8,7,1,87.5,68,3,0,3,1072,284,788,26.5,177.7,57.0,32.1,10,4,6,8.0,2,13,5,8,16.8,16,530,1.0,214.0,2024-01-27,2024-08-28,True
f2e61c65-d1c1-4de7-b51d-b07b2fcaf3d0,83ca3544-7d38-4e22-b074-c8df93107fd4,2024-04-09,Award / Valuation,Compensation Disbursement,12,8,4,66.7,82,18,10,8,9.0,140,569.13,252.81,316.32,1859,825,1034,44.4,28,19,14,9,50.0,8,4,4,50.0,68,8,0,8,1072,590,482,55.0,177.7,52.1,29.3,10,6,4,18.0,2,13,5,8,15.2,50,564,1.0,214.0,2024-01-27,2024-08-28,True
13b66192-3840-453e-aeaf-eb79560055f7,83ca3544-7d38-4e22-b074-c8df93107fd4,2024-05-01,Award / Valuation,Compensation Disbursement,12,8,4,66.7,45,18,9,9,7.9,101,569.13,233.46,335.67,1859,762,1097,41.0,28,19,14,9,50.0,8,6,2,75.0,68,4,0,4,1072,332,740,31.0,177.7,46.2,26.0,10,6,4,7.8,2,13,6,7,17.5,72,586,1.0,214.0,2024-01-27,2024-08-28,True
bd3563b5-4d11-42ba-9470-32c00961f3f3,83ca3544-7d38-4e22-b074-c8df93107fd4,2024-12-25,Possession,Acquisition Completion,12,11,1,91.7,6,18,8,10,7.0,67,569.13,384.12,185.01,1859,1254,605,67.5,28,27,17,1,60.7,8,8,0,100.0,68,5,0,5,1072,728,344,67.9,177.7,104.5,58.8,10,9,1,25.1,2,13,10,3,29.1,9,824,1.0,298.0,2024-08-24,2025-06-18,True
65311bd6-6b2b-43b8-bbf4-96130a050560,83ca3544-7d38-4e22-b074-c8df93107fd4,2025-06-01,Acquisition Completion,,12,11,1,91.7,75,18,3,15,2.8,123,569.13,544.57,24.56,1859,1778,81,95.7,28,28,21,0,75.0,8,8,0,100.0,68,0,0,0,1072,901,171,84.0,177.7,138.0,77.7,10,9,1,4.9,2,13,13,0,30.6,62,982,,,,,True
73b5bd77-f835-4ce5-8bc2-7b325e6f768f,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2021-07-31,Notification,Objection / Hearing,12,5,7,41.7,20,15,11,4,6.6,25,57.61,0.0,57.61,114,0,114,0.0,8,1,0,7,0.0,7,1,6,14.3,20,4,3,1,29,2,27,6.9,99.2,0.0,0.0,23,4,19,12.6,5,15,1,14,35.3,17,123,0.0,0.0,2021-10-19,2021-10-08,True
69eba2b0-d339-46b4-8218-4fdc2a3310f7,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2022-02-28,Award / Valuation,Compensation Disbursement,12,8,4,66.7,81,15,10,5,6.1,38,57.61,22.08,35.53,114,43,71,38.3,8,4,2,4,25.0,7,5,2,71.4,20,1,0,1,29,8,21,27.6,99.2,28.3,28.5,23,10,13,16.7,5,15,8,7,28.9,45,335,0.0,1.0,2022-07-02,2022-07-03,True
94bea00c-60f9-41da-9e49-19bd36ae175e,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2022-06-14,Compensation Disbursement,Rehabilitation & Resettlement,12,11,1,91.7,32,15,7,8,4.1,179,57.61,44.05,13.56,114,87,27,76.5,8,7,5,1,62.5,7,6,1,85.7,20,1,0,1,29,17,12,58.6,99.2,53.7,54.1,23,18,5,29.5,5,15,10,5,31.2,88,441,0.0,3.0,2022-08-06,2022-08-09,True
722b97bd-2e2d-4181-ba28-6678d7153ed7,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2022-06-25,Compensation Disbursement,Rehabilitation & Resettlement,12,11,1,91.7,88,15,6,9,3.4,163,57.61,38.25,19.36,114,75,39,66.4,8,6,4,2,50.0,7,7,0,100.0,20,1,0,1,29,20,9,69.0,99.2,54.8,55.2,23,18,5,20.6,5,15,9,6,17.6,99,452,0.0,3.0,2022-08-06,2022-08-09,True
1ecd1e31-ec7b-48a2-935d-4df98e71e46a,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2022-08-14,Possession,Acquisition Completion,12,12,0,100.0,0,15,6,9,3.5,84,57.61,48.35,9.26,114,95,19,83.9,8,8,5,0,62.5,7,6,1,85.7,20,0,0,0,29,21,8,72.4,99.2,71.5,72.1,23,20,3,18.6,5,15,11,4,34.5,5,502,0.0,0.0,2022-11-15,2022-10-30,True
5e97893b-dfdf-4c83-acd7-f439684bd311,4735b0eb-7578-4560-9a45-8bdce3b2eb7a,2022-09-05,Possession,Acquisition Completion,12,10,2,83.3,35,15,4,11,2.4,21,57.61,52.53,5.08,114,103,11,91.2,8,7,5,1,62.5,7,6,1,85.7,20,0,0,0,29,24,5,82.8,99.2,70.4,71.0,23,20,3,23.6,5,15,12,3,21.3,27,524,0.0,0.0,2022-11-15,2022-10-30,True
87c061d4-343e-4d10-88a5-82248390de38,8dd67c04-4804-4fa4-a878-e939c1977db3,2020-12-17,Initial Assessment / SIA,Notification,3,0,3,0.0,88,5,5,0,36.0,138,1633.12,0.0,1633.12,1333,0,1333,0.0,16,1,0,15,0.0,6,0,6,0.0,46,17,15,2,58,0,58,0.0,395.3,17.4,4.4,6,0,6,7.4,4,6,0,6,24.1,39,39,0.0,0.0,2021-04-28,2021-04-20,True
9631349a-a40c-47ab-8907-ed9ecf8cbd0f,8dd67c04-4804-4fa4-a878-e939c1977db3,2021-01-18,Initial Assessment / SIA,Notification,3,0,3,0.0,32,5,5,0,39.5,154,1633.12,108.55,1524.57,1333,88,1245,6.6,16,3,2,13,12.5,6,0,6,0.0,46,15,15,0,58,0,58,0.0,395.3,0.0,0.0,6,0,6,22.7,4,6,0,6,8.8,71,71,0.0,0.0,2021-04-28,2021-04-20,True
232a3c5f-1920-477b-8d10-d92b368392c1,8dd67c04-4804-4fa4-a878-e939c1977db3,2021-02-11,Notification,Objection / Hearing,3,0,3,0.0,85,5,5,0,35.7,108,1633.12,274.33,1358.79,1333,223,1110,16.8,16,1,0,15,0.0,6,0,6,0.0,46,15,10,5,58,0,58,0.0,395.3,0.0,0.0,6,0,6,12.6,4,6,0,6,36.5,2,95,0.0,0.0,2021-05-31,2021-05-18,True
e10e70ff-0db0-48ef-9450-d5ff4fe960a3,8dd67c04-4804-4fa4-a878-e939c1977db3,2021-06-14,Land & Ownership Verification,Award / Valuation,3,1,2,33.3,85,5,4,1,29.1,108,1633.12,0.0,1633.12,1333,0,1333,0.0,16,6,3,10,18.8,6,2,4,33.3,46,13,8,5,58,0,58,0.0,395.3,0.0,0.0,6,1,5,14.8,4,6,1,5,28.2,27,218,0.0,0.0,2021-11-04,2021-11-03,True
3af96e5d-9e31-4311-9c33-e32849fa207a,8dd67c04-4804-4fa4-a878-e939c1977db3,2021-07-09,Land & Ownership Verification,Award / Valuation,3,1,2,33.3,77,5,4,1,29.0,45,1633.12,133.95,1499.17,1333,109,1224,8.2,16,3,2,13,12.5,6,3,3,50.0,46,8,4,4,58,8,50,13.8,395.3,12.9,3.3,6,1,5,4.9,4,6,1,5,7.8,52,243,0.0,0.0,2021-11-04,2021-11-03,True
643c3732-f389-4b65-9fc3-16f2a4132ff6,8dd67c04-4804-4fa4-a878-e939c1977db3,2021-07-13,Land & Ownership Verification,Award / Valuation,3,1,2,33.3,41,5,4,1,29.1,16,1633.12,354.95,1278.17,1333,289,1044,21.7,16,7,4,9,25.0,6,2,4,33.3,46,8,3,5,58,5,53,8.6,395.3,37.7,9.5,6,1,5,6.5,4,6,1,5,35.6,56,247,0.0,0.0,2021-11-04,2021-11-03,True
57aa7aa3-3ffc-4be7-9591-eeb009d7471c,8dd67c04-4804-4fa4-a878-e939c1977db3,2022-04-11,Rehabilitation & Resettlement,Possession,3,2,1,66.7,20,5,3,2,17.6,73,1633.12,858.56,774.56,1333,700,633,52.6,16,10,7,6,43.8,6,5,1,83.3,46,3,0,3,58,33,25,56.9,395.3,138.5,35.0,6,3,3,27.4,4,6,3,3,37.3,40,519,0.0,5.0,2022-09-02,2022-09-07,True
e972924d-028c-4eb7-9471-53cde803ba9a,8dd67c04-4804-4fa4-a878-e939c1977db3,2022-04-27,Rehabilitation & Resettlement,Possession,3,2,1,66.7,30,5,2,3,12.4,131,1633.12,819.32,813.8,1333,668,665,50.2,16,11,7,5,43.8,6,6,0,100.0,46,2,0,2,58,35,23,60.3,395.3,229.0,57.9,6,4,2,23.5,4,6,2,4,9.1,56,535,0.0,5.0,2022-09-02,2022-09-07,True
13787c79-9bb0-4fb4-a100-ba212d4cb386,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-10-03,Objection / Hearing,Land & Ownership Verification,9,6,3,66.7,23,10,7,3,5.3,98,114.87,55.11,59.76,368,176,192,48.0,26,13,8,13,30.8,7,5,2,71.4,84,9,0,9,316,133,183,42.1,83.7,16.7,20.0,19,11,8,19.4,4,13,5,8,14.8,51,159,1.0,65.0,2020-12-08,2021-02-11,True
81d7ee93-e8ee-46d6-9480-e0c7240b40bf,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-10-08,Objection / Hearing,Land & Ownership Verification,9,6,3,66.7,64,10,6,4,4.7,39,114.87,47.03,67.84,368,150,218,40.9,26,14,9,12,34.6,7,5,2,71.4,84,10,0,10,316,77,239,24.4,83.7,8.2,9.8,19,13,6,16.5,4,13,6,7,21.5,56,164,1.0,65.0,2020-12-08,2021-02-11,True
2e1b7679-91cd-457d-8ef8-5230637cb3fe,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-10-28,Objection / Hearing,Land & Ownership Verification,9,7,2,77.8,48,10,5,5,3.5,81,114.87,53.07,61.8,368,170,198,46.2,26,18,11,8,42.3,7,6,1,85.7,84,12,1,11,316,137,179,43.4,83.7,26.3,31.4,19,10,9,3.5,4,13,6,7,36.7,76,184,1.0,65.0,2020-12-08,2021-02-11,True
0780dee5-d974-4364-9b1a-edfe81b227eb,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-11-08,Objection / Hearing,Land & Ownership Verification,9,7,2,77.8,76,10,5,5,3.9,92,114.87,60.8,54.07,368,194,174,52.9,26,23,17,3,65.4,7,5,2,71.4,84,2,0,2,316,171,145,54.1,83.7,46.0,55.0,19,13,6,12.0,4,13,7,6,36.7,87,195,1.0,65.0,2020-12-08,2021-02-11,True
b32aa530-bfda-4a0b-9ba2-5271be3d8b3b,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-11-29,Land & Ownership Verification,Award / Valuation,9,7,2,77.8,10,10,5,5,3.5,120,114.87,70.88,43.99,368,227,141,61.7,26,21,16,5,61.5,7,6,1,85.7,84,3,0,3,316,198,118,62.7,83.7,41.4,49.5,19,15,4,5.0,4,13,8,5,20.0,13,216,,,,,True
757bf015-d18f-45db-b16f-cf631d76f644,b8916d3a-30de-4b05-93a9-dd42a2d21d41,2020-12-16,Land & Ownership Verification,Award / Valuation,9,9,0,100.0,0,10,4,6,3.2,130,114.87,99.02,15.85,368,317,51,86.2,26,20,12,6,46.2,7,6,1,85.7,84,3,0,3,316,207,109,65.5,83.7,35.9,42.9,19,16,3,3.2,4,13,10,3,13.7,30,233,,,,,True
feabbf84-6cbd-4b82-a368-94297e8ca252,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2022-12-23,Notification,Objection / Hearing,12,2,10,16.7,80,19,16,3,23.0,12,891.62,0.0,891.62,142,0,142,0.0,12,1,0,11,0.0,8,1,7,12.5,63,10,8,2,82,0,82,0.0,276.5,6.4,2.3,8,1,7,11.7,6,4,0,4,27.2,42,168,1.0,114.0,2023-04-17,2023-08-09,True
1e001bb8-98cf-4908-9ff7-0d133a282713,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-03-19,Objection / Hearing,Land & Ownership Verification,12,2,10,16.7,32,19,14,5,19.5,90,891.62,54.89,836.73,142,8,134,6.2,12,4,2,8,16.7,8,2,6,25.0,63,8,8,0,82,0,82,0.0,276.5,7.3,2.6,8,1,7,11.6,6,4,1,3,24.6,13,254,1.0,187.0,2023-07-09,2024-01-12,True
054f652c-3984-4ac4-bccd-aa7df31d741a,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-03-22,Objection / Hearing,Land & Ownership Verification,12,3,9,25.0,70,19,14,5,20.1,62,891.62,0.0,891.62,142,0,142,0.0,12,4,3,8,25.0,8,3,5,37.5,63,8,5,3,82,0,82,0.0,276.5,0.0,0.0,8,2,6,16.3,6,4,1,3,36.9,16,257,1.0,187.0,2023-07-09,2024-01-12,True
3b701f79-6a91-4f8e-92d5-a44eba04bf47,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-03-26,Objection / Hearing,Land & Ownership Verification,12,4,8,33.3,9,19,17,2,23.9,60,891.62,0.0,891.62,142,0,142,0.0,12,4,3,8,25.0,8,2,6,25.0,63,10,8,2,82,4,78,4.9,276.5,26.6,9.6,8,1,7,28.2,6,4,0,4,25.9,20,261,1.0,187.0,2023-07-09,2024-01-12,True
41d59365-7aca-4275-ba06-822174de70ae,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-05-05,Objection / Hearing,Land & Ownership Verification,12,3,9,25.0,87,19,18,1,24.9,151,891.62,207.69,683.93,142,33,109,23.3,12,4,2,8,16.7,8,3,5,37.5,63,8,3,5,82,4,78,4.9,276.5,1.0,0.4,8,2,6,11.2,6,4,1,3,43.7,60,301,1.0,187.0,2023-07-09,2024-01-12,True
7fdc49df-ae38-499a-838a-83eb5a95409a,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-07-25,Objection / Hearing,Land & Ownership Verification,12,5,7,41.7,44,19,13,6,18.5,23,891.62,183.88,707.74,142,29,113,20.6,12,3,2,9,16.7,8,4,4,50.0,63,18,13,5,82,11,71,13.4,276.5,0.0,0.0,8,3,5,7.5,6,4,1,3,7.4,141,382,1.0,187.0,2023-07-09,2024-01-12,True
ea5c96ef-170b-4430-8135-9fad8ab8dad5,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-08-10,Land & Ownership Verification,Award / Valuation,12,4,8,33.3,20,19,14,5,19.5,54,891.62,177.33,714.29,142,28,114,19.9,12,5,4,7,33.3,8,5,3,62.5,63,12,9,3,82,1,81,1.2,276.5,35.0,12.7,8,2,6,17.2,6,4,1,3,9.4,1,398,1.0,212.0,2023-08-22,2024-03-21,True
739d0638-4207-49c6-bcf7-ce7d803103e9,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2023-12-17,Land & Ownership Verification,Award / Valuation,12,7,5,58.3,30,19,13,6,17.8,100,891.62,372.03,519.59,142,59,83,41.7,12,6,3,6,25.0,8,5,3,62.5,63,11,3,8,82,16,66,19.5,276.5,30.3,11.0,8,3,5,21.3,6,4,1,3,28.7,130,527,1.0,212.0,2023-08-22,2024-03-21,True
8cc31d2c-3c82-4f9a-92f1-e9b90910722c,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2024-01-15,Award / Valuation,Compensation Disbursement,12,7,5,58.3,72,19,12,7,16.9,165,891.62,361.01,530.61,142,57,85,40.5,12,7,4,5,33.3,8,6,2,75.0,63,6,0,6,82,40,42,48.8,276.5,53.3,19.3,8,1,7,12.7,6,4,1,3,17.3,3,556,1.0,222.0,2023-11-24,2024-07-03,True
07101792-27f2-4199-b519-4ca760c2e2c5,4eb77b1a-efe7-4dc8-a910-e320248dd3a0,2025-03-03,Acquisition Completion,,12,11,1,91.7,79,19,5,14,6.5,12,891.62,702.65,188.97,142,111,31,78.8,12,10,5,2,41.7,8,8,0,100.0,63,2,0,2,82,70,12,85.4,276.5,194.7,70.4,8,6,2,9.1,6,4,3,1,27.7,47,969,,,,,True
b488a32b-06f9-49da-ad35-fd2ace469d91,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2021-11-22,Objection / Hearing,Land & Ownership Verification,11,4,7,36.4,62,17,15,2,5.7,15,254.8,43.6,211.2,386,66,320,17.1,10,2,1,8,10.0,7,2,5,28.6,34,8,4,4,93,0,93,0.0,67.9,5.2,7.7,4,1,3,17.4,6,15,4,11,6.5,41,140,1.0,45.0,2022-03-28,2022-05-12,True
fe99264b-342b-4f7a-b4db-be3e729e7392,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-01-23,Land & Ownership Verification,Award / Valuation,11,6,5,54.5,32,17,13,4,4.9,172,254.8,89.18,165.62,386,135,251,35.0,10,3,2,7,20.0,7,4,3,57.1,34,4,1,3,93,11,82,11.8,67.9,5.1,7.5,4,2,2,6.3,6,15,5,10,5.7,17,202,1.0,50.0,2022-04-28,2022-06-17,True
ac07cd18-6463-41f5-b785-253924407c2f,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-03-10,Land & Ownership Verification,Award / Valuation,11,7,4,63.6,82,17,12,5,4.6,132,254.8,92.84,161.96,386,140,246,36.4,10,4,2,6,20.0,7,3,4,42.9,34,6,1,5,93,39,54,41.9,67.9,18.1,26.7,4,1,3,10.7,6,15,7,8,18.1,63,248,1.0,50.0,2022-04-28,2022-06-17,True
5bdcdbee-ca80-4821-920a-652077bf83b8,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-06-14,Award / Valuation,Compensation Disbursement,11,10,1,90.9,47,17,6,11,2.0,159,254.8,158.3,96.5,386,239,147,62.1,10,7,4,3,40.0,7,6,1,85.7,34,1,0,1,93,53,40,57.0,67.9,38.2,56.3,4,2,2,28.7,6,15,9,6,35.2,33,344,1.0,85.0,2022-08-10,2022-11-03,True
fb270c05-abae-4e9c-b9b7-8f0c760aadba,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-07-06,Compensation Disbursement,Rehabilitation & Resettlement,11,11,0,100.0,0,17,9,8,3.4,41,254.8,157.12,97.68,386,238,148,61.7,10,8,6,2,60.0,7,6,1,85.7,34,4,0,4,93,72,21,77.4,67.9,34.6,51.0,4,2,2,28.7,6,15,8,7,13.4,19,366,,,,,True
4424414e-0a85-45be-8147-f08332a81102,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-08-08,Compensation Disbursement,Rehabilitation & Resettlement,11,11,0,100.0,0,17,5,12,1.8,117,254.8,219.39,35.41,386,332,54,86.1,10,9,7,1,70.0,7,7,0,100.0,34,1,0,1,93,50,43,53.8,67.9,30.0,44.2,4,3,1,15.2,6,15,12,3,26.2,52,399,,,,,True
60ba18eb-8712-4527-a771-51a73bcaa4f0,b3ad0bb8-caa3-4933-ae50-f865aaebe33d,2022-08-18,Compensation Disbursement,Rehabilitation & Resettlement,11,11,0,100.0,0,17,5,12,1.9,82,254.8,213.94,40.86,386,324,62,84.0,10,9,6,1,60.0,7,7,0,100.0,34,1,0,1,93,72,21,77.4,67.9,47.9,70.5,4,3,1,29.1,6,15,8,7,31.3,62,409,,,,,True
56151fae-dbec-4ade-96b2-ea925f7b8247,985b3828-d09d-4b08-bd5c-c6b155f1bb45,2021-09-24,Initial Assessment / SIA,Notification,8,0,8,0.0,74,18,17,1,9.1,67,470.41,0.0,470.41,947,0,947,0.0,9,0,0,9,0.0,2,0,2,0.0,98,29,29,0,858,6,852,0.7,100.6,0.0,0.0,4,0,4,18.5,6,10,0,10,25.6,65,65,1.0,104.0,2021-12-30,2022-04-13,True
67626d9b-c04b-4759-b9c5-6fb2abdb9fca,985b3828-d09d-4b08-bd5c-c6b155f1bb45,2021-10-02,Initial Assessment / SIA,Notification,8,0,8,0.0,48,18,17,1,9.5,33,470.41,0.0,470.41,947,0,947,0.0,9,0,0,9,0.0,2,0,2,0.0,98,16,16,0,858,6,852,0.7,100.6,0.0,0.0,4,0,4,14.5,6,10,0,10,18.7,73,73,1.0,104.0,2021-12-30,2022-04-13,True
