historical_project_id,project_name,state,district,project_type,land_area,affected_families,final_status,total_duration_days,latitude,longitude,start_date,is_synthetic,seed_version
4da234c2-4081-4cf5-9d29-a00effc4be5b,LA-JH-RAN-0024,Jharkhand,Ranchi,MINING,54.2,1406,COMPLETED,906,23.0518,85.1469,2021-03-17,True,v1.0-synthetic
b8be201f-ff3f-47db-ba4c-d4e2d902a8ea,LA-TE-HYD-0025,Telangana,Hyderabad,URBAN_DEVELOPMENT,463.1,60,COMPLETED,621,17.3304,78.6136,2022-04-29,True,v1.0-synthetic
85833d44-2e2b-46c3-9cb1-7e99f1a5edf0,LA-BI-PAT-0026,Bihar,Patna,URBAN_DEVELOPMENT,247.3,1770,COMPLETED,863,25.5283,85.064,2021-12-09,True,v1.0-synthetic
61336530-821c-4618-9ef5-394139f33378,LA-JH-RAN-0027,Jharkhand,Ranchi,OTHER,159.7,1823,COMPLETED,776,23.6367,85.4013,2023-03-08,True,v1.0-synthetic
6a7314e3-0f51-401d-bd11-318cf7312597,LA-UT-VAR-0028,Uttar Pradesh,Varanasi,OTHER,10.6,711,CANCELLED,70,25.5138,83.149,2021-08-21,True,v1.0-synthetic
d10b4145-5a85-4db0-b34d-6e6235dca374,LA-TA-COI-0029,Tamil Nadu,Coimbatore,HIGHWAY,348.1,530,COMPLETED,803,11.1729,76.8535,2023-01-14,True,v1.0-synthetic
b17fe396-c057-4912-9e5f-7aa73862680d,LA-TE-WAR-0030,Telangana,Warangal,OTHER,161.5,513,COMPLETED,1107,18.24,79.849,2021-09-10,True,v1.0-synthetic
46a23576-a44a-4523-bf58-f0de6bc411f0,LA-GU-VAD-0031,Gujarat,Vadodara,HIGHWAY,296.5,381,COMPLETED,1141,22.0352,72.9633,2021-08-21,True,v1.0-synthetic
9f12b34b-ec03-40ce-9c2c-ff34bc0d2921,LA-BI-PAT-0032,Bihar,Patna,OTHER,28.4,115,COMPLETED,726,25.6745,84.8773,2022-07-04,True,v1.0-synthetic
65f7a3aa-0039-436e-846d-81b36ca55475,LA-JH-RAN-0033,Jharkhand,Ranchi,OTHER,130.7,108,COMPLETED,1038,23.065,85.1031,2022-10-01,True,v1.0-synthetic
055d65b1-07b0-47cc-bb93-94cd266c73d3,LA-RA-JOD-0034,Rajasthan,Jodhpur,RAILWAY,302.1,56,COMPLETED,836,26.4194,73.2919,2023-03-12,True,v1.0-synthetic
887d1a2b-e5fd-4708-8d1e-e6fff23141e2,LA-MA-BHO-0035,Madhya Pradesh,Bhopal,MINING,396.4,340,COMPLETED,470,23.2023,77.2297,2020-05-10,True,v1.0-synthetic
787631a4-71b0-4c35-a75e-d0459d115b7e,LA-JH-RAN-0036,Jharkhand,Ranchi,MINING,499.2,1161,COMPLETED,550,23.0913,85.4516,2020-03-11,True,v1.0-synthetic
c53ba879-aa6f-4734-9ce8-883a3e5d5827,LA-RA-JAI-0037,Rajasthan,Jaipur,HIGHWAY,97.2,773,CANCELLED,401,27.0968,76.0413,2023-04-03,True,v1.0-synthetic
ef950ccc-61e0-4943-a8f7-1f1a58df254b,LA-JH-RAN-0038,Jharkhand,Ranchi,POWER,158.6,84,COMPLETED,1033,23.2319,85.0753,2021-09-05,True,v1.0-synthetic
062d2f98-6f62-44eb-92ff-900d1d8d834c,LA-UT-VAR-0039,Uttar Pradesh,Varanasi,RAILWAY,49.6,1574,COMPLETED,654,25.2424,83.0068,2021-01-23,True,v1.0-synthetic
27f72632-eb3d-44f3-8fd1-10f8d4806ebb,LA-RA-JOD-0040,Rajasthan,Jodhpur,DEFENSE,370.5,1487,COMPLETED,1040,26.4209,73.0283,2021-08-27,True,v1.0-synthetic
eb7bc866-c926-4a42-9aee-11e00ba67e85,LA-KA-HUB-0041,Karnataka,Hubli-Dharwad,MINING,366.3,621,COMPLETED,675,15.5712,74.9817,2020-11-11,True,v1.0-synthetic
23fdd673-7375-46d2-998d-5a0e0b324895,LA-MA-BHO-0042,Madhya Pradesh,Bhopal,DEFENSE,474.8,1447,COMPLETED,782,23.1425,77.1255,2022-05-19,True,v1.0-synthetic
439fb7f7-78e7-4cc5-8fa1-1a1e6ede9f1e,LA-DE-NEW-0043,Delhi,New Delhi,RAILWAY,111.2,123,COMPLETED,877,28.3558,77.2826,2022-02-28,True,v1.0-synthetic
49a23ad8-3d7c-43b9-99ae-6cf1e957a2c8,LA-WE-KOL-0044,West Bengal,Kolkata,RAILWAY,269.6,413,COMPLETED,966,22.5132,88.4524,2021-12-10,True,v1.0-synthetic
c7e233ec-12ac-4647-9992-ae0639aec74b,LA-DE-NEW-0045,Delhi,New Delhi,DEFENSE,468.7,1158,COMPLETED,764,28.3381,77.4205,2020-04-21,True,v1.0-synthetic
778e8dbf-09c7-44dd-9c27-3d1b62fca97c,LA-BI-PAT-0046,Bihar,Patna,URBAN_DEVELOPMENT,286.3,685,COMPLETED,538,25.4171,85.3432,2021-07-20,True,v1.0-synthetic
f6d1a001-86d1-45ab-b5a3-566f7ac97298,LA-KE-KOC-0047,Kerala,Kochi,INDUSTRIAL,395.4,753,COMPLETED,762,9.9197,76.427,2022-05-29,True,v1.0-synthetic
08571c09-3110-41a9-9c3f-4738fef990f0,LA-MA-MUM-0048,Maharashtra,Mumbai,RAILWAY,158.4,1075,COMPLETED,1392,19.0557,72.8167,2023-04-09,True,v1.0-synthetic
5b025694-041a-4c40-bfc8-66f98887e1c2,LA-KE-KOC-0049,Kerala,Kochi,INDUSTRIAL,104.3,510,COMPLETED,856,9.8106,76.168,2022-03-03,True,v1.0-synthetic
b6e2955c-0a2b-4011-90bf-573640d197d9,LA-KE-THI-0050,Kerala,Thiruvananthapuram,POWER,77.2,323,COMPLETED,1310,8.6236,76.8842,2022-08-15,True,v1.0-synthetic
2b8b9c9b-cf1e-422d-af2a-773842533158,LA-RA-JOD-0051,Rajasthan,Jodhpur,MINING,225.8,679,COMPLETED,665,26.1685,72.9136,2023-02-15,True,v1.0-synthetic
a0d217bf-dd2a-4534-b13a-c2f28aea585e,LA-KE-THI-0052,Kerala,Thiruvananthapuram,OTHER,109.8,1316,COMPLETED,964,8.3148,76.8269,2020-05-16,True,v1.0-synthetic
e6706a58-dc36-4238-92fa-b44d2a107684,LA-MA-THA-0053,Maharashtra,Thane,DEFENSE,383.7,1258,COMPLETED,598,19.0852,73.2337,2020-01-05,True,v1.0-synthetic
93c82670-1750-4c26-95da-b9837eebb1e1,LA-WE-KOL-0054,West Bengal,Kolkata,URBAN_DEVELOPMENT,417.5,1163,COMPLETED,698,22.4861,88.2808,2021-06-20,True,v1.0-synthetic
e077e14b-6dc1-406e-8a90-acd9d4626aa0,LA-TA-COI-0055,Tamil Nadu,Coimbatore,RAILWAY,314.8,399,COMPLETED,1148,11.2754,76.7099,2022-02-19,True,v1.0-synthetic
8d395d3c-8724-4e85-88a7-11751b845b12,LA-GU-AHM-0056,Gujarat,Ahmedabad,IRRIGATION,326.5,1642,COMPLETED,865,23.2487,72.5152,2021-08-29,True,v1.0-synthetic
a4b70aed-47ad-469d-9562-cfb9e158c863,LA-GU-VAD-0057,Gujarat,Vadodara,DEFENSE,140.9,729,COMPLETED,964,22.0108,73.3913,2022-11-22,True,v1.0-synthetic
70857da0-cdf9-4370-8385-ef8683a53887,LA-GU-VAD-0058,Gujarat,Vadodara,MINING,63.6,1989,COMPLETED,666,22.3803,73.1418,2021-07-23,True,v1.0-synthetic
b35fc911-3b71-4e6a-80b1-6316f00899eb,LA-JH-RAN-0059,Jharkhand,Ranchi,DEFENSE,68.6,1480,COMPLETED,549,23.2047,85.181,2020-08-07,True,v1.0-synthetic
bb2f5b33-eeba-4d48-af00-112af5e26495,LA-RA-JOD-0060,Rajasthan,Jodhpur,MINING,48.3,1461,COMPLETED,1172,26.0877,73.0024,2021-05-09,True,v1.0-synthetic
f7448a72-adc1-421d-badf-a79e4e7bdbef,LA-RA-JOD-0061,Rajasthan,Jodhpur,POWER,267.7,1186,COMPLETED,769,26.534,73.161,2021-07-26,True,v1.0-synthetic
aaf78161-53fc-4083-9ca2-a4eb07af5b80,LA-WE-KOL-0062,West Bengal,Kolkata,HIGHWAY,379.7,1399,COMPLETED,703,22.2906,88.0855,2021-12-07,True,v1.0-synthetic
dc9bcfeb-6c36-44ce-8e8c-3a2db16749fb,LA-JH-RAN-0063,Jharkhand,Ranchi,OTHER,275.3,576,COMPLETED,709,23.3628,85.4587,2020-08-29,True,v1.0-synthetic
fb68e7f7-2f91-4d98-810f-528bff974764,LA-MA-NAS-0064,Maharashtra,Nashik,DEFENSE,84.6,185,COMPLETED,713,20.0172,73.8961,2022-05-28,True,v1.0-synthetic
808a2c4d-9485-4f58-ab83-7924d4d89a5b,LA-UT-NOI-0065,Uttar Pradesh,Noida,HIGHWAY,474.6,632,COMPLETED,824,28.7801,77.5281,2020-01-18,True,v1.0-synthetic
5cd2a591-9119-4454-a648-b14e77fd1e48,LA-RA-JOD-0066,Rajasthan,Jodhpur,OTHER,31.4,1731,COMPLETED,589,26.0659,73.2749,2023-01-20,True,v1.0-synthetic
39d4819c-1ff5-448e-907f-8b4c447d17c5,LA-TE-WAR-0067,Telangana,Warangal,RAILWAY,79.5,1881,COMPLETED,970,18.1218,79.5066,2021-01-13,True,v1.0-synthetic
4b27b75a-b0a0-4bdc-87c4-9186f5d435b1,LA-BI-PAT-0068,Bihar,Patna,INDUSTRIAL,324.2,792,COMPLETED,1042,25.5585,84.8467,2021-12-28,True,v1.0-synthetic
7e2c68c5-31d1-4ce2-bebe-c0c68506907a,LA-TE-HYD-0069,Telangana,Hyderabad,OTHER,369.1,1618,COMPLETED,925,17.1477,78.6104,2020-09-01,True,v1.0-synthetic
f0d1a036-405c-4ace-bc28-7531b4be43b6,LA-GU-SUR-0070,Gujarat,Surat,MINING,367.8,999,COMPLETED,1238,21.1653,73.1281,2022-01-22,True,v1.0-synthetic
7390a067-e74b-4c3e-b436-34499f65ee77,LA-RA-JOD-0071,Rajasthan,Jodhpur,DEFENSE,207.8,1107,COMPLETED,1114,26.4825,73.2167,2020-07-06,True,v1.0-synthetic
aab7c587-d102-44d8-8458-0c5d79a98606,LA-DE-NEW-0072,Delhi,New Delhi,OTHER,282.1,1628,COMPLETED,964,28.3486,77.2259,2022-07-15,True,v1.0-synthetic
2785553a-4706-4053-9bb4-9d2ba3d8127c,LA-UT-LUC-0073,Uttar Pradesh,Lucknow,MINING,174.8,1016,COMPLETED,890,27.062,81.2091,2020-05-17,True,v1.0-synthetic
5fd63230-f44d-42c0-8967-4edeb5bb4393,LA-RA-JAI-0074,Rajasthan,Jaipur,INDUSTRIAL,233.1,1074,COMPLETED,905,27.1508,75.687,2020-09-07,True,v1.0-synthetic
a44794d2-64ff-4fb9-92b9-436fc2b3151f,LA-MA-IND-0075,Madhya Pradesh,Indore,URBAN_DEVELOPMENT,180.3,946,COMPLETED,757,22.6552,76.1494,2022-02-02,True,v1.0-synthetic
b8c74c7a-c080-4560-b00c-12ec52f6deef,LA-TA-COI-0076,Tamil Nadu,Coimbatore,INDUSTRIAL,125.7,1772,COMPLETED,688,11.0007,76.8498,2020-12-20,True,v1.0-synthetic
ada96b9b-b46e-43ed-bc97-74c3663f97e0,LA-UT-NOI-0077,Uttar Pradesh,Noida,OTHER,473.6,696,COMPLETED,1191,28.6793,77.2563,2020-04-04,True,v1.0-synthetic
9d3271d9-17d5-4ef2-9f26-a5aa99cce0cb,LA-RA-JOD-0078,Rajasthan,Jodhpur,IRRIGATION,123.3,1655,COMPLETED,946,26.2286,72.8418,2020-10-27,True,v1.0-synthetic
25405637-0d57-4486-9b90-7c9711bbbcaa,LA-DE-NEW-0079,Delhi,New Delhi,RAILWAY,496.2,190,COMPLETED,903,28.6056,77.0501,2021-07-21,True,v1.0-synthetic
bd8693a0-446a-4827-bd28-e700fe6be979,LA-JH-RAN-0080,Jharkhand,Ranchi,RAILWAY,137.0,1284,COMPLETED,1011,23.5609,85.1047,2021-10-25,True,v1.0-synthetic
b4bce46b-eec6-41ad-8184-11c34e59a056,LA-KE-THI-0081,Kerala,Thiruvananthapuram,POWER,465.5,846,COMPLETED,853,8.3097,76.9285,2020-05-04,True,v1.0-synthetic
2893c7d9-f942-48e5-b1a9-1b63feba5f01,LA-KE-KOC-0082,Kerala,Kochi,MINING,110.6,713,COMPLETED,980,10.0298,76.503,2023-04-04,True,v1.0-synthetic
2025149f-94ce-4740-9f09-e745a0823399,LA-MA-IND-0083,Madhya Pradesh,Indore,RAILWAY,345.2,1769,COMPLETED,947,22.6976,75.6604,2020-12-26,True,v1.0-synthetic
569fb0d1-0941-41af-8be5-fc5739f97be5,LA-TA-CHE-0084,Tamil Nadu,Chennai,IRRIGATION,298.2,260,COMPLETED,1167,13.1469,80.1967,2022-07-15,True,v1.0-synthetic
57a0181f-1b7d-40c3-9d18-d7da86ec33f3,LA-RA-JOD-0085,Rajasthan,Jodhpur,POWER,27.4,695,COMPLETED,1141,26.0308,73.319,2021-11-02,True,v1.0-synthetic
bc143bca-1891-4b87-88ee-e9dfcf32a500,LA-BI-PAT-0086,Bihar,Patna,HIGHWAY,347.0,1037,COMPLETED,646,25.4533,85.2952,2021-11-15,True,v1.0-synthetic
a4e57f97-d70f-40f7-bcf3-7d1c2bb49a83,LA-GU-SUR-0087,Gujarat,Surat,MINING,446.4,649,COMPLETED,1080,21.2225,72.6552,2021-08-20,True,v1.0-synthetic
c921e664-32d6-4930-99ec-d7ddc63acd86,LA-WE-KOL-0088,West Bengal,Kolkata,POWER,29.3,763,COMPLETED,751,22.6034,88.6256,2022-02-28,True,v1.0-synthetic
15cd0061-8c3b-4192-9d83-e39483a42fe6,LA-KA-HUB-0089,Karnataka,Hubli-Dharwad,OTHER,451.7,1880,COMPLETED,750,15.3611,75.2098,2020-06-10,True,v1.0-synthetic
e03caafb-b5c2-4827-aca0-c8a1ffd22c1b,LA-TA-MAD-0090,Tamil Nadu,Madurai,IRRIGATION,243.4,1521,COMPLETED,770,9.9476,78.4034,2021-08-02,True,v1.0-synthetic
0a67e09a-dcdc-463f-b22f-db967599704f,LA-TE-WAR-0091,Telangana,Warangal,RAILWAY,167.8,995,COMPLETED,696,17.9449,79.6629,2021-09-16,True,v1.0-synthetic
6234f86d-87a1-4333-bc3a-a062af9dd7dd,LA-DE-NEW-0092,Delhi,New Delhi,RAILWAY,160.6,395,COMPLETED,738,28.7912,76.9171,2020-03-26,True,v1.0-synthetic
a48e3726-687d-44c5-8e66-f59e92a89141,LA-TA-CHE-0093,Tamil Nadu,Chennai,HIGHWAY,87.4,623,COMPLETED,686,12.9662,80.2106,2021-05-09,True,v1.0-synthetic
639adbeb-6167-479b-8863-8df62c4bcc1d,LA-KA-HUB-0094,Karnataka,Hubli-Dharwad,MINING,199.6,1305,CANCELLED,567,15.3913,74.8933,2021-07-21,True,v1.0-synthetic
4c7ea254-20cd-4339-93c1-d71a5ccddce2,LA-KE-KOC-0095,Kerala,Kochi,POWER,306.1,1666,COMPLETED,736,9.6419,76.4151,2021-02-18,True,v1.0-synthetic
781eb26d-187b-4ebd-8924-126772a0f35f,LA-TE-HYD-0096,Telangana,Hyderabad,DEFENSE,146.8,1988,COMPLETED,1246,17.4035,78.2563,2020-01-08,True,v1.0-synthetic
a6e7ef14-1366-4557-aaf6-c86f4fc9f4af,LA-KA-HUB-0097,Karnataka,Hubli-Dharwad,POWER,32.7,1128,COMPLETED,847,15.2938,75.0934,2020-10-11,True,v1.0-synthetic
b2928734-a785-48bd-958a-e26959410c9f,LA-GU-AHM-0098,Gujarat,Ahmedabad,POWER,285.0,1281,COMPLETED,868,23.2883,72.622,2021-11-07,True,v1.0-synthetic
853b2cc4-af53-4c23-befd-27e7a740b4b2,LA-TE-WAR-0099,Telangana,Warangal,IRRIGATION,392.4,822,COMPLETED,615,18.0764,79.6816,2022-07-11,True,v1.0-synthetic
0bed620b-4d61-4bab-9414-42008e5d6001,LA-MA-THA-0100,Maharashtra,Thane,DEFENSE,152.8,658,COMPLETED,956,18.9249,72.7396,2022-11-05,True,v1.0-synthetic
c8d84874-2958-445a-b43c-64369b6eb6a9,LA-DE-NEW-0101,Delhi,New Delhi,INDUSTRIAL,482.3,1785,COMPLETED,940,28.6308,76.9634,2022-09-18,True,v1.0-synthetic
96887724-dc3b-46a9-913a-1803f44b90ee,LA-MA-IND-0102,Madhya Pradesh,Indore,IRRIGATION,123.1,1587,CANCELLED,435,22.7444,75.9988,2022-09-02,True,v1.0-synthetic
fd071d37-c2de-46f4-8a90-4de6b2bc16b8,LA-MA-IND-0103,Madhya Pradesh,Indore,HIGHWAY,137.7,1366,COMPLETED,464,22.4525,75.7163,2023-01-15,True,v1.0-synthetic
b77c1c3b-8902-442b-811d-050f482aa102,LA-JH-RAN-0104,Jharkhand,Ranchi,OTHER,321.3,1075,COMPLETED,664,23.3826,85.4527,2020-09-22,True,v1.0-synthetic
8f0cc82a-c4d8-4850-8632-bc4b4cbfada4,LA-WE-KOL-0105,West Bengal,Kolkata,POWER,466.0,256,COMPLETED,929,22.4381,88.2557,2022-11-19,True,v1.0-synthetic
f72f01fb-059f-4aaf-b6c4-858b0bf88ff9,LA-MA-BHO-0106,Madhya Pradesh,Bhopal,MINING,55.7,1813,COMPLETED,958,23.52,77.6273,2020-11-24,True,v1.0-synthetic
df2b5d2f-18ef-4403-a3bd-d34b00e80999,LA-WE-KOL-0107,West Bengal,Kolkata,OTHER,413.4,729,COMPLETED,1014,22.7687,88.379,2022-03-02,True,v1.0-synthetic
e631c8a1-25c1-436d-bbdb-d7aa178e32a6,LA-UT-LUC-0108,Uttar Pradesh,Lucknow,INDUSTRIAL,357.3,677,COMPLETED,371,26.9823,81.1141,2022-01-23,True,v1.0-synthetic
92188843-119c-4925-b41c-7a6c2d002e9d,LA-MA-IND-0109,Madhya Pradesh,Indore,IRRIGATION,176.8,1677,COMPLETED,622,22.5186,75.8263,2021-02-20,True,v1.0-synthetic
c89c4061-b28b-462f-a10e-dd8dd9f308e4,LA-MA-MUM-0110,Maharashtra,Mumbai,OTHER,211.1,1233,COMPLETED,746,19.3133,72.9425,2020-06-22,True,v1.0-synthetic
159e4118-29c3-4e07-bd78-7a05609ff87f,LA-MA-THA-0111,Maharashtra,Thane,POWER,89.8,140,COMPLETED,973,19.27,72.8723,2021-08-14,True,v1.0-synthetic
47013fe2-f134-4483-901f-5ead7e0644dc,LA-JH-RAN-0112,Jharkhand,Ranchi,DEFENSE,329.8,1872,COMPLETED,752,23.5667,85.242,2023-03-10,True,v1.0-synthetic
02722c5e-462a-465c-b15e-a14b71e32ca5,LA-KA-BEN-0113,Karnataka,Bengaluru Urban,IRRIGATION,243.6,1903,COMPLETED,714,13.2657,77.8698,2020-05-26,True,v1.0-synthetic
6af58796-410d-414f-9c74-11cf5d836e18,LA-MA-BHO-0114,Madhya Pradesh,Bhopal,DEFENSE,274.3,1907,COMPLETED,797,23.1299,77.1552,2020-06-01,True,v1.0-synthetic
a29d2ed1-e3f6-45d0-8877-b29c5b9339f0,LA-BI-PAT-0115,Bihar,Patna,MINING,395.2,1092,COMPLETED,1224,25.3135,84.9707,2022-05-29,True,v1.0-synthetic
e603f9ef-ab0b-4c7f-9631-f1fcaa932de1,LA-BI-PAT-0116,Bihar,Patna,OTHER,280.6,830,COMPLETED,1311,25.894,85.1554,2023-03-30,True,v1.0-synthetic
e51cd958-552d-4fe5-87de-5935f2197c65,LA-RA-JOD-0117,Rajasthan,Jodhpur,IRRIGATION,284.1,140,COMPLETED,1345,25.9985,73.2641,2022-11-30,True,v1.0-synthetic
ad1aa37e-99cd-45b6-a6d5-b559e7d17608,LA-MA-BHO-0118,Madhya Pradesh,Bhopal,URBAN_DEVELOPMENT,418.6,1917,COMPLETED,1266,23.2773,77.473,2020-12-06,True,v1.0-synthetic
b75c6ecc-2af3-4dd3-9f6c-4a06bff05002,LA-KA-MYS-0119,Karnataka,Mysuru,IRRIGATION,335.8,257,COMPLETED,1105,12.177,76.7249,2021-09-10,True,v1.0-synthetic
539d879e-ad18-416d-90a9-8aa0e78e703f,LA-UT-LUC-0120,Uttar Pradesh,Lucknow,URBAN_DEVELOPMENT,345.2,838,COMPLETED,168,26.5551,80.6858,2022-05-25,True,v1.0-synthetic
368a308e-2465-4bce-bae2-22599ca817fd,LA-GU-VAD-0121,Gujarat,Vadodara,RAILWAY,114.2,1974,COMPLETED,937,22.6011,73.2074,2020-01-11,True,v1.0-synthetic
aac21b6e-9a88-4d38-9b62-3543d6a75c44,LA-GU-AHM-0122,Gujarat,Ahmedabad,OTHER,221.5,1294,COMPLETED,868,22.726,72.4971,2022-09-08,True,v1.0-synthetic
6cf58f79-fabb-4933-bf8c-e0177491f2c9,LA-GU-SUR-0123,Gujarat,Surat,IRRIGATION,313.0,1992,COMPLETED,1232,21.4503,72.7649,2022-12-09,True,v1.0-synthetic
3f97f97a-b443-40af-b3ed-0462a2a187b8,LA-GU-VAD-0124,Gujarat,Vadodara,RAILWAY,188.7,1034,COMPLETED,992,22.0915,73.2213,2020-12-29,True,v1.0-synthetic
c17a508d-5f29-426e-80c3-77afc9e9da96,LA-KE-KOC-0125,Kerala,Kochi,POWER,258.9,308,COMPLETED,785,9.6593,76.1936,2020-01-28,True,v1.0-synthetic
b85f94ab-6218-4516-b6d2-f4a3e980036d,LA-JH-RAN-0126,Jharkhand,Ranchi,MINING,361.1,335,COMPLETED,845,23.3416,85.5064,2023-03-25,True,v1.0-synthetic
17d26e12-4ec2-4376-98d5-c8926d4c018e,LA-TE-HYD-0127,Telangana,Hyderabad,RAILWAY,385.3,867,COMPLETED,940,17.1885,78.7595,2021-03-05,True,v1.0-synthetic
e1681767-fbaa-4ffe-b301-ec5a9ea6b1d9,LA-MA-PUN-0128,Maharashtra,Pune,RAILWAY,383.3,1507,COMPLETED,811,18.6508,74.0188,2022-08-10,True,v1.0-synthetic
bf45a2d5-eefd-4f76-ba83-0d15f708f2c8,LA-KA-HUB-0129,Karnataka,Hubli-Dharwad,URBAN_DEVELOPMENT,355.6,296,COMPLETED,775,15.1716,75.3353,2022-04-06,True,v1.0-synthetic
0fa2f3cc-872b-4607-ac94-c831169fc633,LA-DE-NEW-0130,Delhi,New Delhi,URBAN_DEVELOPMENT,196.7,68,COMPLETED,1093,28.6965,77.4022,2021-09-13,True,v1.0-synthetic
ee737d4a-a954-44b9-b274-fdaede0ee0f9,LA-MA-BHO-0131,Madhya Pradesh,Bhopal,OTHER,332.4,1566,COMPLETED,256,23.3352,77.2112,2022-02-24,True,v1.0-synthetic
993c26b4-3be8-497d-9ebb-e992f9f3244f,LA-TA-COI-0132,Tamil Nadu,Coimbatore,URBAN_DEVELOPMENT,381.1,406,COMPLETED,591,10.8361,76.7563,2022-12-28,True,v1.0-synthetic
